id,task_name,base_effort,min,max,dependencies,resource
228,        Charging- SDP Integrations (Node based estimation),0.0,0,0,[1],"SolArch.17, SolArch.18"
229,        Charging - CCN Integrations (Node based estimation),0.0,0,0,[1],"SolArch.17, SolArch.18"
230,        Charging - OCC Integrations (Node based estimation),0.0,0,0,[1],"SolArch.17, SolArch.18"
231,        Charging - NGVS Integrations (Node based estimation),0.0,0,0,[1],"SolArch.17, SolArch.18"
232,        Charging - IVR Integrations (Node based estimation),0.0,0,0,[1],"SolArch.17, SolArch.18"
233,        Charging - cBAM Integrations (Node based estimation),0.0,0,0,[1],"SolArch.17, SolArch.18"
234,        Charging - cBCD Integrations (Node based estimation),0.0,0,0,[1],"SolArch.17, SolArch.18"
235,        Charging - NGCRS Integrations (Node based estimation),0.0,0,0,[1],"SolArch.17, SolArch.18"
236,        Charging - EVCH (CAF) Integration (Node based estimation),0.0,0,0,[1],"SolArch.17, SolArch.18"
238,        EC External Integrations,0.0,0,0,[1],"SolArch.17, SolArch.18"
240,        EC Base Setup and Configuration,0.0,0,0,[1],"SolArch.17, SolArch.18"
241,        Off-Line Rating in CS,0.0,0,0,[1],"SolArch.19, SolArch.20"
242,        Re-Rating Solution,0.0,0,0,[1],"SolArch.19, SolArch.20"
243,        Community Charging,0.0,0,0,[1],"SolArch.19, SolArch.20"
244,"        Announcements (VoLTE or VoWiFi), Notification (PNT), Re-auth Req Tree Config",0.0,0,0,[1],"SolArch.19, SolArch.20"
245,        Other EC configuration,0.0,0,0,[1],"SolArch.19, SolArch.20"
246,"        Atomation LCM - Small , Medium, Large",0.0,0,0,[1],"SolArch.19, SolArch.20"
247,"        Charging - Simulator installation, integration and upgrade",0.0,0,0,[1],"SolArch.19, SolArch.20"
248,        Charging - TaaS HW and CCD Sanity,0.0,0,0,[1],"SolArch.19, SolArch.20"
249,        EVCH (CAF) Business Configuration,0.0,0,0,[1],"SolArch.28, SolArch.29"
250,    Voucher Management.,0.0,0,0,[1],"SolArch.28, SolArch.29"
251,        Voucher Management System,0.0,0,0,[1],"SolArch.19, SolArch.20"
253,    EMM interfaces,0.0,0,0,[1],"SolArch.19, SolArch.20"
254,        EMM OLM BC: Processing configuration - Container or Rating nodes,0.0,0,0,[1],"SolArch.19, SolArch.20"
255,        EMM OLM BC: Processing configuration - Formatters,0.0,0,0,[1],"SolArch.19, SolArch.20"
256,        EMM OLM BC: Processing Configuration - Value Routers or Lookup,0.0,0,0,[1],"SolArch.19, SolArch.20"
257,    Mediation Configuration & Build,0.0,0,0,[1],"SolArch.19, SolArch.20"
258,        UC based EM Configuration Effort,0.0,0,0,[1],"SolArch.19, SolArch.20"
259,        5G CDR support by CDF- EM,0.0,0,0,[1],"SolArch.19, SolArch.20"
260,        EMM FE BC: AVRO or RM-EDM JSOn Decoder or Encoder,0.0,0,0,[1],"SolArch.19, SolArch.20"
261,        EMM FE BC: Distributor,0.0,0,0,[1],"SolArch.28, SolArch.29"
262,"        EMM FE BC: Processing Configuration - (Lookups, Duplicate detection, Value routers)",0.0,0,0,[1],"SolArch.19, SolArch.20"
263,        EMM FE BC: Processing Configuration - Cassandra Logpoint or Lookup,0.0,0,0,[1],"SolArch.19, SolArch.20"
264,        Miscelleneous Effort - EM,0.0,0,0,[1],"SolArch.22, IntegEngin.7"
265,    EB interfaces,0.0,0,0,[1],"SolArch.22, IntegEngin.7"
266,        EB internal interfaces,0.0,0,0,[1],"SolArch.22, IntegEngin.7"
267,        EB External interfaces,0.0,0,0,[1],"SolArch.22, IntegEngin.7"
268,    Billing Configuration & Build,0.0,0,0,[1],"SolArch.22, IntegEngin.7"
269,        EB Build and Base Setup Configuration,0.0,0,0,[1],"SolArch.22, IntegEngin.7"
271,        UC based Billing Configuration Effort,0.0,0,0,[1],"SolArch.22, IntegEngin.7"
272,        Interconnect Billing - Standard Effort,0.0,0,0,[1],"SolArch.22, IntegEngin.7"
273,        Interconnect Billing - Other Effort,0.0,0,0,[1],"SolArch.22, IntegEngin.7"
274,        EB bill to bill comparsion,0.0,0,0,[1],"SolArch.22, IntegEngin.7"
275,        Collection and Dunning Management workflow,0.0,0,0,[1],"SolArch.22, IntegEngin.7"
276,        Miscelleneous Effort - EB,0.0,0,0,[1],"SolArch.22, IntegEngin.7"
277,    Reporting,0.0,0,0,[1],"SolArch.22, IntegEngin.7"
278,        BO Reporting,0.0,0,0,[1],"SolArch.22, IntegEngin.7"
279,        EOC - ECM Reports,0.0,0,0,[1],"SolArch.22, IntegEngin.7"
281,        CBEV Solution Architects,0.0,0,3,[64],"SolArch.25, SolArch.28"
282,    CBEV: TPG Configuration and Build,0.0,0,0,[1],SolArch.25
284,        D3 Miscellaneous effort - TRM,0.0,0,0,[1],SolArch.25
285,        CHA Configuration and Build,308.9,0,6,[155],"SolArch.25, SolArch.27"
286,        CHA Configuration and Build - Interfaces,0.0,0,6,[155],"SolArch.25, SolArch.27"
287,        D3 Miscellaneous effort - CHA,0.0,0,6,[155],"SolArch.25, SolArch.27"
288,        CIL Configuration and Build,56.0,0,6,[155],"SolArch.25, SolArch.27"
289,        D3 Miscellaneous effort - CIL,0.0,0,6,[155],"SolArch.25, SolArch.27"
290,        MSV Configuration & Build (Virtualized),0.0,0,6,[155],"SolArch.25, SolArch.27"
291,        BAM (Business Application Management (Containerized),80.0,0,6,[155],"SolArch.25, SolArch.27"
292,        D3 Miscellaneous effort - MSV,0.0,0,6,[155],SolArch.27
293,        INV Configuration and Build,4.0,0,6,[155],"IntegEngin.10, IntegEngin.11"
294,        INV External Interface,80.0,0,6,[155],"IntegEngin.10, IntegEngin.11"
295,        FIN Configuration and Build,40.0,0,6,[155],IntegEngin.11
296,        FIN External Interface,176.0,0,6,[155],"SolArch.19, SolArch.20, IntegEngin.11"
297,        COBA Configuration and Build,56.0,0,6,[155],"SolArch.15, SolArch.16, SolArch.27"
298,        COBA External Interface Configuration,36.0,0,6,[155],SolArch.27
299,        D3 Miscellaneous effort - COBA,0.0,0,6,[155],"SolArch.27, SolArch.31, SwDev.5"
300,        EDM Configuration and Build,224.0,0,6,[155],IntegEngin.11
301,        EPS Configuration and Build,144.0,0,6,[155],"IntegEngin.11, IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
302,        D3 Miscellaneous effort - EDM or EPS,0.0,0,6,[155],"IntegEngin.11, IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
303,        NTF Configuration and Build (Templates),104.0,0,6,[155],"SolArch.27, IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
304,        NTF Templates (Not in use),0.0,0,6,[155],"SolArch.27, IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
305,        NTF External Interface,8.0,0,6,[155],"SolArch.27, IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
306,        CPM Configuration and Build,0.0,0,6,[155],"SolArch.27, IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
307,        D3 Miscellaneous effort - CPM,0.0,0,6,[155],"SolArch.27, IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
308,        AEL Configuration and Build (Use case),0.0,0,6,[155],"SolArch.27, IT Engineering Test, CPM.5"
309,        AEL External Interface Configuration (Not in use),0.0,0,6,[155],"SolArch.27, IT Engineering Test, CPM.5"
310,        AEL - AEP - Workflow (CAMEL or CAMUNDA) (Not in use),0.0,0,6,[155],"SolArch.27, IT Engineering Test, CPM.5"
311,        BSS API Exposure (BAE) DV (Not in use),0.0,0,6,[155],"SolArch.27, IT Engineering Test, CPM.5"
312,        D3 Miscellaneous effort - AEL,0.0,0,6,[155],"SolArch.27, IT Engineering Test, CPM.5"
313,        Business Configuration (Not in use),0.0,0,6,[155],"SolArch.27, IT Engineering Test, CPM.5"
314,        RMCA - Product Bundles (Not in use),0.0,0,6,[155],"SolArch.27, IT Engineering Test, CPM.5"
315,        RMCA - Product Offers (Similar Pos),330.3,0,6,[155],"SolArch.27, IT Engineering Test, CPM.5"
316,        RMCA - Product Offers (Unique Pos),576.0,0,6,[155],"SolArch.27, IT Engineering Test, CPM.5"
317,        RMCA - Interface,0.0,0,6,[155],"SolArch.27, IT Engineering Test, CPM.5"
318,        RMCA - Policy counter configuration (Not in use),0.0,0,6,[155],"SolArch.27, IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
319,        RMCA - CFS (Not in use),0.0,0,6,[155],"SolArch.27, IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
320,        RMCA - RFS (Not in use),0.0,0,6,[155],"SolArch.27, IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
321,        RMCA - Logical and Physical Resources (Not in use),0.0,0,6,[155],"SolArch.27, IT Engineering Test, CPM.5"
322,        RMCA - Rules (Not in use) (Not in use),0.0,0,6,[155],"SolArch.27, IT Engineering Test, CPM.5"
323,        D3 Miscellaneous effort - RMCA,320.0,0,6,[155],"SolArch.27, IT Engineering Test, CPM.5"
324,        Custom Modules - Number Portability DB,0.0,0,0,[1],"IT Engineering Test, CPM.5"
325,        Custom Modules - Customer Management Tool,0.0,0,0,[1],"IT Engineering Test, CPM.5"
326,        Custom Modules - BT Server,0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
327,        Placeholder for other efforts,0.0,0,0,[1],"IT Engineering Test, CPM.5"
328,    Service Orchestration Assurance,0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
329,        SOA Integration,0.0,0,0,[1],"IT Engineering Test, CPM.5"
330,        SOA Configuration and build,0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
331,    Project TR Support,0.0,0,0,[1],"IT Engineering Test, CPM.5"
332,        Project TR Support for issues,0.0,0,0,[1],"IT Engineering Test, CPM.5"
333,    Customization,0.0,0,0,[1],"IT Engineering Test, CPM.5"
334,        Product Customization Efforts (Services),0.0,0,0,[1],"IT Engineering Test, CPM.5"
335,        Customer Adaptations or Customer Intelligence Efforts,0.0,0,0,[1],"IT Engineering Test, CPM.5"
336,    System Test,0.0,0,0,[1],"IT Engineering Test, CPM.5"
337,        ST Triage and Management,400.0,0,3,[315],"IT Engineering Test, CPM.5"
338,        ST Functional,838.6,0,6,[315],"IT Engineering Test, CPM.5"
339,"        ST Non-functional (Security, Performance, Penetration Testing)",0.0,0,3,[315],"IT Engineering Test, CPM.5"
340,        ST Bug Fixing,838.6,0,6,[315],"IntegEngin.11, IT Engineering Test, CPM.5"
341,        D3 Miscellaneous effort - ST,0.0,0,0,[1],"IT Engineering Test, CPM.5"
342,    Test Support,0.0,0,0,[1],SolArch.30
343,        Triage and Management,320.0,0,3,[315],SolArch.30
344,        Test Support & Bug fixing - DxP,0.0,0,0,[1],SolArch.30
345,        Test Support & Bug fixing - Charging,0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
347,        Test Support & Bug fixing - ECM,0.0,0,0,[1],"SolArch.15, SolArch.16"
348,        Test Support & Bug fixing - EMM,0.0,0,0,[1],"SolArch.15, SolArch.16"
350,        Test Support & Bug fixing - BEL,0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
352,        Test Support & Bug fixing - CBEV,749.3,0,3,[315],"IntegEngin.11, IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
353,    Miscellanous D3,0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
355,        D3 Miscelleanous efforts - EVCH (CAF),0.0,0,0,[1],SolArch.2
356,        Review or revise LLD as per HLD to ensure traceability,0.0,0,0,[1],"IntegEngin.13, SolArch.32"
357,        Review or revise Test Cases (created by TAAS),0.0,0,0,[1],"SolArch.31, TestMgr.3, ITEngTest.2, ITEngTest.3"
358,        Review or revise Node level configuration as per LLDs,0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
359,        Review configurations - Cross component,0.0,0,0,[1],"SolArch.31, TestMgr.3, ITEngTest.2, ITEngTest.3"
361,        Review or revise Code with respect to LLDs,0.0,0,0,[1],SolArch.2
362,        Automated unit tests script,0.0,0,0,[1],"Software Developer, SwDev.1, SolArch.13, SolArch.14"
363,        Migrate or deploy changes due to cross component configurations,0.0,0,0,[1],"SolArch.19, SolArch.20"
364,        Contingency for Buco change due to customer products changes during the project design or execution,0.0,0,0,[1],"SolArch.15, SolArch.16"
365,Data Migration,0.0,0,0,[1],"SolArch.17, SolArch.18"
366,    DM Project Management,0.0,0,0,[1],"SolArch.22, IntegEngin.7"
367,        Data Migration PM,0.0,0,3,[64],SolArch.25
368,        Data Migration DBA and Infrastructure,0.0,0,0,[1],IntegEngin.10
369,    Data Migration Planification and Analysis,300.0,0,0,[1],"SolArch.28, SolArch.29"
370,        Data Migration Requirement Gathering,300.0,0,3,[64],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5, SolArch.31"
372,        Data Migration Other Design,0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
373,    Data Migration SOLUTION,0.0,0,0,[1],"SolArch.28, SolArch.29"
374,        Data Migration Build - Tool development,9.6,0,6,[378],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5, SwDev.5"
375,        Data Migration Build - DXP,0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
376,        Data Migration Build - Charging,0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
377,        Data Migration Build - Order Care,0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
378,        Data Migration Build - Billing,0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
379,        Data Migration Build - CBEV,0.0,0,6,[378],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5, SwDev.5"
380,        Data Migration Build - SWA (Software Architect),0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
381,    Data Migration Testing,640.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
382,        Data Migration SIT,320.0,0,6,[386],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5, SwDev.5"
383,        Data Migration UAT,320.0,0,6,[389],SwDev.5
385,    Data Migration Deployment,960.0,0,0,[1],SolArch.33
386,        Data Migration Dry Run,320.0,0,6,[390],"SwDev.5, IntegEngin.15, Technical SME"
387,        Data Migration Roll Out,320.0,0,6,[393],SwDev.5
388,        Data Migration PPS,320.0,0,6,[394],"SwDev.5, SolArch.34, IntegEngin.15"
389,    Miscellanous D4,0.0,0,0,[1],"SolArch.34, IntegEngin.15"
390,        D4 Miscelleanous effort1,0.0,0,0,[1],"SolArch.34, SolArch.35, IntegEngin.15"
392,Testing,0.0,0,0,[1],"SolArch.34, SolArch.35, IntegEngin.15"
393,    SIT Management,0.0,0,0,[1],"SolArch.34, SolArch.35, IntegEngin.15"
394,        Test Management ( apart from Project Mgmt. – Governance )  ,0.0,0,0,[1],"SolArch.34, SolArch.35, IntegEngin.15, TestMgr.1"
395,    SIT Support,288.5,0,0,[1],"SolArch.34, SolArch.35, IntegEngin.15"
396,        Pre-SIT Analysis,0.0,0,0,[1],"SolArch.34, SolArch.35, IntegEngin.15"
397,        E2E Test Support,288.5,0,6,[395],"SolArch.34, SolArch.35, IntegEngin.15, TestMgr.1"
398,        Defect Retesting,0.0,0,0,[1],IT System Expert
400,        Test Design,0.0,0,0,[1],"SolArch.34, SolArch.35, IntegEngin.15"
401,        Geo-Redundant support by testing Team,0.0,0,0,[1],"SolArch.34, SolArch.35, IntegEngin.15"
402,        Go-Live Support,0.0,0,0,[1],"SolArch.34, SolArch.35, IntegEngin.15"
404,        Regression Testing,0.0,0,0,[1],"SolArch.34, SolArch.35, IntegEngin.15"
405,        Test Automation - POC ( Optional) - GUI,0.0,0,0,[1],"SolArch.34, SolArch.35, IntegEngin.15"
406,        Test Automation - POC ( Optional) - API,0.0,0,0,[1],"SolArch.34, SolArch.35, IntegEngin.15"
408,        Test Automation - GUI - Analysis and Identification of Test Data,0.0,0,0,[1],"SolArch.34, SolArch.35, IntegEngin.15"
409,        Test Automation - API - Analysis and Identification of Test Data,0.0,0,0,[1],"SolArch.34, SolArch.35, IntegEngin.15"
412,        Test Automation - Scripting - GUI,0.0,0,0,[1],"TestMgr.4, ITEngTest.4, SolArch.39, SolArch.40"
414,        Test Automation - Scripting - DB,0.0,0,6,[395],"SolArch.41, SolArch.42"
415,        Test Automation - Scripting - SSH,0.0,0,6,[395],"SolArch.41, SolArch.42"
416,        Test Automation - Peer review of Script and Feedback Incorporation,0.0,0,6,[395],"SolArch.41, SolArch.42"
418,        Test Automation - Execution and reporting - GUI,0.0,0,6,[395],"SolArch.41, SolArch.42"
419,        Test Automation - Execution and reporting - API,0.0,0,6,[395],SolArch.41
420,        Test Automation - Execution result analysis-GUI,0.0,0,6,[395],"SolArch.41, SolArch.42"
421,        Test Automation - Execution result analysis-API,0.0,0,6,[395],SolArch.41
422,        Test Automation – Maintenance,640.0,0,6,[395],"SolArch.41, SolArch.42"
423,        Internal GeoRedundancy execution,26.9,0,6,[395],"SolArch.36, SolArch.42"
424,        HA or Failover Testing,186.9,0,6,[395],"SolArch.36, SolArch.42"
425,        Backup-Restore Testing,121.6,0,6,[395],"SolArch.36, SolArch.42"
426,        Security Testing,245.8,0,6,[395],"SolArch.36, SolArch.42"
427,        Alarm Testing,90.9,0,6,[395],"SolArch.36, SolArch.42"
428,        Monitoring & Logging Testing,75.5,0,6,[395],"SolArch.36, SolArch.42"
429,        User Management,140.8,0,6,[395],"SolArch.36, SolArch.42"
430,        Geo-Red Testing,211.2,0,6,[395],"SolArch.36, SolArch.42"
431,        HW Virtualization TAAS (Other NFR),0.0,0,0,[1],SolArch.42
432,        D5 EVCH (CAF) Testing Service,0.0,0,0,[1],SolArch.42
433,        D5 EVCH (CAF) TaaS,0.0,0,0,[1],SolArch.42
434,    Performance Testing,0.0,0,0,[1],SolArch.42
435,        PT - Requirement Analysis,0.0,0,0,[1],SolArch.42
436,        PT - Understanding Application or Architecture,38.4,0,6,[395],"ITEngTest.1, SolArch.42"
437,        PT - POC (Optional),0.0,0,6,[395],"ITEngTest.1, SolArch.42"
438,        PT - Environment Setup and Tool Setup Validation,184.0,0,6,[395],"ITEngTest.1, SolArch.42"
439,        PT - Production Statistics and Understanding KPI or SLA and Create Test Plan,255.7,0,6,[395],"ITEngTest.1, SolArch.42"
440,        PT - Functional flows understanding of PT Scenarios,276.1,0,6,[395],"ITEngTest.1, SolArch.42"
441,        PT - Test Data Identification and Validation,925.6,0,6,[395],"ITEngTest.1, TestMgr.1, TestMgr.2"
442,        PT - Scripting (GUI or API),0.0,0,6,[395],"ITEngTest.1, TestMgr.1, TestMgr.2"
443,        PT - Load Execution and Monitoring,599.8,0,6,[395],"ITEngTest.1, TestMgr.1, TestMgr.2"
444,        PT - Stress Execution and Monitoring,212.2,0,6,[395],"ITEngTest.1, TestMgr.1, TestMgr.2"
445,        PT - Endurance Execution and Monitoring,19.2,0,6,[395],"ITEngTest.1, TestMgr.1, TestMgr.2"
446,        PT - Result Analysis and Defect Reporting,76.0,0,6,[395],"ITEngTest.1, TestMgr.1, TestMgr.2"
447,        PT - Final Analysis and Report Submission,204.0,0,6,[395],"ITEngTest.1, TestMgr.1, TestMgr.2"
448,        PT - Tuning recommendations (Optional),104.4,0,6,[395],"ITEngTest.1, TestMgr.1, TestMgr.2"
449,        PT - Retest (For every test as needed),64.8,0,6,[395],"ITEngTest.1, TestMgr.1, TestMgr.2"
450,    User Acceptance Testing.,807.8,0,0,[1],"SolArch.41, SolArch.42"
451,        User Acceptance Testing-Testing,807.8,0,6,[455],"ITEngTest.4, SolArch.41, SolArch.42"
453,    Miscellanous D5,0.0,0,0,[1],"SolArch.31, TestMgr.3, ITEngTest.2, ITEngTest.3"
454,        D5 Miscelleanous effort (SIT additional support),0.0,0,0,[1],"SolArch.31, TestMgr.3, ITEngTest.2, ITEngTest.3"
455,        D5 Miscelleanous effort (UAT additional support),0.0,0,0,[1],"SolArch.31, TestMgr.3, ITEngTest.2, ITEngTest.3"
456,Readiness & Go-Live,0.0,0,0,[1],"SolArch.31, TestMgr.3, ITEngTest.2, ITEngTest.3"
457,    Solution Deployments,948.9,0,0,[1],"SolArch.31, TestMgr.3, ITEngTest.2, ITEngTest.3"
458,        Release or Configuration Manager,520.0,0,6,[458],"SolArch.31, TestMgr.3, ITEngTest.2, ITEngTest.3"
459,        Rollout Manager,120.0,0,6,[458],"CPM.1, SolArch.31, TestMgr.3, ITEngTest.2, ITEngTest.3"
460,        Continuous or Manual Deployment (Build and Testing period),0.0,0,6,[458],"SolArch.31, TestMgr.3, ITEngTest.2, ITEngTest.3"
461,        Solution Cut-Over Planning and execution,188.9,0,6,[458],"IntegEngin.11, SolArch.31, TestMgr.3, ITEngTest.2, ITEngTest.3"
462,        Handover to Customer Operations Organization,120.0,0,6,[458],"IntegEngin.11, SolArch.31, TestMgr.3, ITEngTest.2, ITEngTest.3"
463,        Handover to Ericsson Support Organization,0.0,0,0,[1],"SolArch.31, TestMgr.3, ITEngTest.2, ITEngTest.3"
464,        Internal Handover - NFR,0.0,0,0,[1],"SolArch.31, TestMgr.3, ITEngTest.2, ITEngTest.3"
465,        Customer Transition: Customer Training,0.0,0,0,[1],"SolArch.31, TestMgr.3, ITEngTest.2, ITEngTest.3"
466,    Post Production Support,720.0,0,0,[1],"SolArch.31, TestMgr.3, ITEngTest.2, ITEngTest.3"
467,        Post Production Support (bug fixing+deployment),720.0,0,6,[469],"IntegEngin.11, SolArch.31, TestMgr.3, ITEngTest.2, ITEngTest.3"
469,        D6 Miscelleanous effort1,0.0,0,0,[1],"SolArch.43, SolArch.44"
470,        D6 Miscelleanous effort2,0.0,0,0,[1],"TestMgr.1, TestMgr.2"
472,        EVCH (CAF) PPS (Audit Service),0.0,0,0,[1],"ITEngTest.3, SolArch.41, SolArch.42"
473,Other Services,0.0,0,0,[1],SolArch.44
476,        One Pager Review,0.0,0,0,[1],SolArch.5
477,        BUC preparation,0.0,0,0,[1],SolArch.1
478,        BUC Review,0.0,0,0,[1],"IntegEngin.14, Technical SME"
479,        Asset Testing,0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5, IntegEngin.14"
480,        Asset Demo,0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
481,        Handover,0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
482,        Miscelleanous effort - VACM,0.0,0,0,[1],TestMgr.2
483,    Life-cycle Management,0.0,0,0,[1],SolArch.31
485,        LCM - EOC,0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
487,        LCM - ECH,0.0,0,0,[1],"IntegEngin.12, IT Engineering Test, SolArch.30, CPM.5"
488,        LCM - EM,0.0,0,0,[1],IntegEngin.14
489,        LCM - EB,0.0,0,0,[1],"SolArch.27, SwDev.4"
490,        LCM - BEL,0.0,0,0,[1],"SolArch.28, SolArch.29"
493,        LCM - CBEV,0.0,0,6,[469],"ProgMgr.2, SolArch.46"
494,        Miscelleanous effort - LCM,0.0,0,0,[1],"ProgMgr.2, SolArch.46"
495,    Prime Key Resource Management,0.0,0,0,[1],"ProgMgr.2, SolArch.46"
496,        Prime CPM - Contract Manager,0.0,0,0,[1],"ProgMgr.2, SolArch.46"
497,        Prime CPM - Project Manager,0.0,0,0,[1],SolArch.47
498,        Prime Delivery Lead,0.0,0,0,[1],SolArch.47
499,        Prime Chief Enterprise Architect,0.0,0,0,[1],IntegEngin.14
500,        Prime Presales Solution Mgt,0.0,0,0,[1],"IntegEngin.14, ProgMgr.2, SolArch.46, SolArch.47"
502,        Prime E2E SA - CRM,0.0,0,0,[1],SolArch.48
503,        Prime Business Analyst,0.0,0,0,[1],SolArch.48
504,        Prime E2E SA - INFRA NFR,0.0,0,0,[1],SolArch.48
505,        Miscelleanous effort - Prime,0.0,0,0,[1],SolArch.48
506,        Miscelleanous effort - Prime Resource,0.0,0,0,[1],SolArch.48
